Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"What are some of the most alien looking animals on the planet?",https://www.quora.com/What-are-some-of-the-most-alien-looking-animals-on-the-planet,4249,84,Updated 3y,https://qph.fs.quoracdn.net/main-qimg-673e7805a720fa17ec12b5c3e2579112-lq,"Oh, where do I even begin... There are the beautiful, but primitive, glass sponges:  A carnivorous sponge called the harp sponge:  Ctenophores, or comb jellies:  There's also one comb jelly called the Bloodbelly comb jellyfish:  Myxozoans, which have only a few cells:  Cauliflower jellyfish:  Fried egg jellyfish:  B...(more)"
"Could extraterrestrial life be so advanced as to not be recognized by humans?",https://www.quora.com/Could-extraterrestrial-life-be-so-advanced-as-to-not-be-recognized-by-humans,31,3,3y,?,"Alien life could certainly take extremely exotic forms unlike anything on Earth, in my opinion. Some random speculations I've heard from imaginative - but scientifically informed - people, combined with elaboration from myself: * Completely solid life - that is, life forms with no liquid solvent in the...(more)"
"How is the rock hyrax the closest relative to an elephant when they look nothing alike? What other pairs of animals are close relatives that don't resemble each other much?",https://www.quora.com/How-is-the-rock-hyrax-the-closest-relative-to-an-elephant-when-they-look-nothing-alike-What-other-pairs-of-animals-are-close-relatives-that-don-t-resemble-each-other-much,22,2,3y,https://qph.fs.quoracdn.net/main-qimg-0a6886bdcbc9c5f41c6f0626b1012921-pjlq,"How is the rock hyrax the closest relative to an elephant when they look nothing alike? Well first of all, Afrotherians (elephants, hyraxes, manatees, aardvarks and sengis) have been largely outcompeted by Boroeutherians (all other placental mammals except anteaters, sloths and armadillos) in the pas...(more)"
"What animals can mankind domesticate but hasn't yet?",https://www.quora.com/What-animals-can-mankind-domesticate-but-hasnt-yet,4147,64,3y,https://qph.fs.quoracdn.net/main-qimg-cc96aa1dc5440a4e37d2cff2f0d98855-lq,"There are many examples, but one I'd like to put forward is the spotted hyena.  In 1790, the traveller James Bruce noted that, in the Cape of South Africa, spotted hyenas are kept as pets by the local peasants. He writes: He is preferred to the dog himself for his attachment to his master, his general...(more)"
"If dragons existed, what would be their closest relatives?",https://www.quora.com/If-dragons-existed-what-would-be-their-closest-relatives,101,4,3y,https://qph.fs.quoracdn.net/main-qimg-292bc2ba7cc6a395aff17293ee166936,"Depends. Do you mean this kind of dragon?  If that's the case, I'd say it's some kind of derived Scansoriopterygid. Scansoriopterygidae was a family of theropod dinosaurs which lived during the Late Jurassic, and had bizarre, bat-like wings.  Assumably, these dragons would've somehow made it past the end...(more)"
"How do they date the prehistoric insects trapped in amber? How do they know they are millions of years old?",https://www.quora.com/How-do-they-date-the-prehistoric-insects-trapped-in-amber-How-do-they-know-they-are-millions-of-years-old,3,0,3y,?,"The same way they date any organic material - amber is a petrified resin produced by trees, not a mineral, so they can determine the relative proportion of carbon-14 in it, and therefore get the age of the insect."
"Why have Amur tigers and leopards not evolved to have a white coat?",https://www.quora.com/Why-have-Amur-tigers-and-leopards-not-evolved-to-have-a-white-coat,25,0,3y,https://qph.fs.quoracdn.net/main-qimg-735d10d162af9da8d0a4dc311daf56e4-lq,"I assume you're basing this question off the mutation which caused polar bears to become white quite recently. Well, this is a polar bear habitat:  And this is the Amur forest:  Amur tigers and Amur leopards are both forest-dwelling species, and trees are greyish-brown, not white. Any white animal would...(more)"
"Why are monotremes and marsupials not found anywhere but Australia?",https://www.quora.com/Why-are-monotremes-and-marsupials-not-found-anywhere-but-Australia,23,2,3y,https://qph.fs.quoracdn.net/main-qimg-c23e0d8a7498464a7d587be4038ba0a0-lq,"Basically, before placentals evolved, monotremes and marsupials were found all over the world. When Placentalia did appear, their much shorter gestation periods, among other things, led them to out-compete the other mammals, but they couldn't spread to Australia before it broke off from the mainland...(more)"
"When and where in the Mesozoic would have been the best place to go on a safari?",https://www.quora.com/When-and-where-in-the-Mesozoic-would-have-been-the-best-place-to-go-on-a-safari,3,2,3y,https://qph.fs.quoracdn.net/main-qimg-15c9a80be199e5fa5e6698df11fece60-lq,"I. The Morrison Formation  This site, in Late Jurassic Utah, would have been - in my opinion - the ultimate wildlife destination in all the Mesozoic era. Here, you'd have: * Two different species of stegosaur * Five species of large theropod, along with a few smaller ones * One ankylosaur and several ornithopo...(more)"
"Will the human race ever go extinct?",https://www.quora.com/Will-the-human-race-ever-go-extinct-1,6,0,3y,?,"I'm afraid the only real answer I can give you is... we don't know. I've discussed this with others in-depth, and have ruled out climate change as something that'll wipe out humans in the next 100 years. In fact, I highly doubt that anything will wipe out humans in the next 100 years. For one thing, we...(more)"
"Is there any incontrovertible evidence that T. rex had feathers, or is this simply a hypothesis?",https://www.quora.com/Is-there-any-incontrovertible-evidence-that-T-rex-had-feathers-or-is-this-simply-a-hypothesis,45,7,3y,?,"It is an inference based on various fossil tyrannosauroids having feathers, as well as feathering being a possible ancestral condition in dinosaurs (I say 'possible' because some hypothesize that the quill-like 'feathers' of ornithischians like Psittacosaurus are in fact highly modified scales). I'm a zoologist, not a paleontologist, so I won't be saying authoritatively whether or not T. rex had any kind of filamentous integument. However, I might as well present some evidence against it having feathers from a recent paper. Phil Bell et al., 2017, published a study in which he argued that Tyrannosaurus was scaly and not feathered. Skin impressions from T. rex have been found on the tail, neck and pelvis, as well as ones on the thorax from the closely related Daspletosaurus and Tarbosaurus - the latter is even thought by many to be either in the Tyrannosaurus genus as T. bataar or even a T. rex. All these impressions show that tyrannosaurids had tiny reticulated scales at least in those places.So, having scales on the tail, neck, hips and chest would lead most scientists to believe that T. rex was entirely coated in scales, since it would be odd to have it in isolated patches. Still, there's a possibility of a dorsal coat of quills, which could be a display feature or for thermoregulation, as most body heat is lost at the top of the body (hence why humans have hair on their heads). Furthermore, several bone structures on the skull seem to be adapted for scales, although this is not known for sure. Now, on the subject of thermoregulation, think of pachyderms - that's a polyphyletic term for elephants, rhinoceroses and hippopotami.How do they differ from other mammals? Obviously, they have only very short, inconspicuous hair, rather than fur. Bell's paper proposes that Tyrannosaurus rex' huge size, which was roughly on par with that of an elephant, would have caused its ancestors to lose their feathers. There are arguments against this comparison. So far, I've heard points such as 'elephants have semi-aquatic ancestors' and 'plant digestion produces more body heat'. These arguments, in my opinion, are flawed. For one thing, aquatic ancestry (Which is only a hypothesis for elephants, given that early Proboscideans such as Moeritherium were possibly water-dwellers) does not rob an animal of its integument for good - the hairs are still there, and they will come back if necessary. Secondly, the argument that digesting plants produces body heat is, for want of a better term, rubbish. Tyrannosaurus rex was an active predator that would have had to deal with running, hunting and brawling - in short, an exponentially more active lifestyle than elephants. This would have produced far more body heat than digestion, which doesn't make much heat anyway. Lastly, the sauropods, which definitely had feathered ancestors, grew to massive sizes, and guess what - they too lost their feathers.In conclusion, that picture above is probably the most up-to-date reconstruction of Tyrannosaurus rex to date. If you want to know what it looked like, then that's the best we have... for now."
"Would a jaw as flexible as an anaconda's but with the bite force as a hyena's be possible in the animal kingdom?",https://www.quora.com/Would-a-jaw-as-flexible-as-an-anacondas-but-with-the-bite-force-as-a-hyenas-be-possible-in-the-animal-kingdom,11,0,3y,https://qph.fs.quoracdn.net/main-qimg-086567489d8ee3b00ab8cf6ce34a95db-lq,"Probably not. Anacondas and other snakes have such elastic jaws because they are hinged and not connected in the center.  Meanwhile, powerful jaws require a good thick, sturdy build, and a proper connection to the skull really helps, as it allows the full force of the body to be exerted through the ja...(more)"
"Are there any animals that have a tail under their butthole?",https://www.quora.com/Are-there-any-animals-that-have-a-tail-under-their-butthole,10,0,3y,https://qph.fs.quoracdn.net/main-qimg-097e4e135dfb060f09ee63e3a1729a1e-lq,"Not really. Chordates are the only animals with post-anal tails, and none of them have any such configuration.  Echinoderms with a dorsoventral axis (sea stars, crinoids, sea urchins etc.) have their anus on top of their body, but they don't exactly have anything which could be called a tail......(more)"
"How do photos of trophy hunters with dead animals make you feel?",https://www.quora.com/How-do-photos-of-trophy-hunters-with-dead-animals-make-you-feel,7,0,3y,?,"Positively disgusted would be the right way of putting it. Here these people are - normal, civilized people in all respects - posing next to wild animals they killed, not under their own power and strength, but with a metal stick made by somebody else which they exchanged for money. It is utterly perp...(more)"
"What are the predators of the fisher cat?",https://www.quora.com/What-are-the-predators-of-the-fisher-cat,9,0,3y,https://qph.fs.quoracdn.net/main-qimg-5348895bd611358e67c1ae16f93d9158-lq,"Mourad W. Gabriel et al., 2015, performed a study on fisher mortality, and of the population examined, 90 died from predation. The predators were as follows: Bobcats (accounting for 40%)  Mountain lions (accounting for 38%)  Unidentified felids (12%)  Coyotes (6%)  Domestic dogs (3%)  Rattlesnakes (1%)  Source:...(more)"
"Are silver foxes found exclusively in North American red foxes and their escaped descendants from fur farms, or do they occur naturally in Eurasian red foxes too?",https://www.quora.com/Are-silver-foxes-found-exclusively-in-North-American-red-foxes-and-their-escaped-descendants-from-fur-farms-or-do-they-occur-naturally-in-Eurasian-red-foxes-too,0,0,3y,?,"In the former Soviet Union, silver foxes occur in middle and Eastern Siberia and the Caucasus mountains, but otherwise, I've not heard anything on them being found in Europe. That's more or less all I can tell you."
"What is the likelihood that a true dinosaur species (not a bird) survived hidden in the African jungles?",https://www.quora.com/What-is-the-likelihood-that-a-true-dinosaur-species-not-a-bird-survived-hidden-in-the-African-jungles,167,4,3y,https://qph.fs.quoracdn.net/main-qimg-6c57c799d263ce9671c250bf288b624f-lq,"I assume you're referring to the Mokele-mbembe, a 200-year old legend from the days of 'darkest Africa', which is supposed by cryptozoologists and even our good friends the Young Earth Creationists to be a sauropod dinosaur.  The Mokele-mbembe first came to the attention of Europeans when a French mis...(more)"
"Do unicorns exist?  Did they ever?",https://www.quora.com/Do-unicorns-exist-Did-they-ever,21,0,3y,https://qph.fs.quoracdn.net/main-qimg-0361918ef5de6841f74129c464290740-lq,"In a way, yes.  This is Trigodon, a relative of the better-known Toxodon. It's not an equid (horse), but if you count a unicorn as an ungulate with a single horn protruding from its forehead, then yes. Trigodon lived in the late Miocene of South America, where it roamed alongside giant crocodiles. There...(more)"
"What is the coolest animal that no one has ever heard of?",https://www.quora.com/What-is-the-coolest-animal-that-no-one-has-ever-heard-of,856,56,3y,https://qph.fs.quoracdn.net/main-qimg-1fd00be47bb83c96f262b113aa9d6273-pjlq,"Perhaps for this animal, 'no one' is a bit of a stretch. But for a large, pack-hunting canid, which takes down animals much larger than itself, it's incredibly underrated. The animal I'm talking about is the dhole.  Perhaps it has more fans in India, where it mainly hails from today, but as far as I k...(more)"
"Do Hyaenas ever pursue lion cubs or herbivorous calves? Do they hunt similarly to wild dogs?",https://www.quora.com/Do-Hyaenas-ever-pursue-lion-cubs-or-herbivorous-calves-Do-they-hunt-similarly-to-wild-dogs,4,4,3y,?,"Lion cubs have not, as far as I know, ever been documented to be killed by hyenas. Adult lions, however, have most certainly died at their hand, but they are not always eaten. Spotted hyenas will often tackle wildebeest calves and zebra foals, though it seems they prefer larger animals. Thomson's gaz...(more)"
"What are examples of underrated African animals that we don't see in the documentaries but have a big role in the African wildlife?",https://www.quora.com/What-are-examples-of-underrated-African-animals-that-we-dont-see-in-the-documentaries-but-have-a-big-role-in-the-African-wildlife,86,16,Updated 3y,https://qph.fs.quoracdn.net/main-qimg-5186142cfef25d82c8e605db9e7174b2-lq,"There are plenty of animals in Africa which are, in truth, fascinating, but receive little attention from the public. Here are a few of my favourites. Spotted hyena  These aren't underrated in the same way as others on this list, in that most people know what a hyena is. However, very few people actual...(more)"
"Do you think that African wildlife is sugar-coated by documentaries? I have seen a shrew eating an eathworm on a tree branch.",https://www.quora.com/Do-you-think-that-African-wildlife-is-sugar-coated-by-documentaries-I-have-seen-a-shrew-eating-an-eathworm-on-a-tree-branch,4,0,3y,?,"Depends what you mean by 'sugar-coat'. to make something sound better than it really is. If that's what you mean, then no, no way. I've been to several African wildlife parks, and I can tell you, they're every bit as exciting as the documentaries make out. In the Maasai Mara, for example, you can see z...(more)"
"Did saber-tooth tigers have any disadvantages?",https://www.quora.com/Did-saber-tooth-tigers-have-any-disadvantages,28,0,3y,https://qph.fs.quoracdn.net/main-qimg-a002d290c22a6dcdb57fbce44cdb7ce2-lq,"In contrast to another answer, I'm going to interpret 'saber-tooth tiger' slightly differently, as I believe you are referring to the group (a subfamily of Felidae) termed as the 'saber-toothed cats', or machairodonts. Ultimately, an organisms greatest disadvantage is usually - but not always - what...(more)"
"Would dinosaurs have gone on to become more anthropomorphic if they hadn't become extinct?",https://www.quora.com/Would-dinosaurs-have-gone-on-to-become-more-anthropomorphic-if-they-hadnt-become-extinct,131,10,3y,https://qph.fs.quoracdn.net/main-qimg-a23ea87a56b42a8d7d3d334001b6e155-lq,"No. I assume you're referring to the infamous 'dinosauroid' from the 1982:  The idea that humanoid form is the only body compatible with high intelligence has long been cast away. Elephants, octopuses, crows and dolphins look nothing like humans, and yet are incredibly intelligent, not leaps and bounds...(more)"
"Which is the longest animal of the world?",https://www.quora.com/Which-is-the-longest-animal-of-the-world,129,3,3y,https://qph.fs.quoracdn.net/main-qimg-09309a0f3826db5d7a3b14c4f4bf96cc-lq,"The bootlace worm, Lineus longissimus, is quite possibly the longest animal in the world. These are a type of aquatic Nemertean, or ribbon worm, which have been recorded at lengths about 60 metres, twice as long as an average blue whale. Here it is:  It's hard to appreciate its length when it's all bu...(more)"
"Why have some frogs, fish and lizards evolved to be somewhat transparent?",https://www.quora.com/Why-have-some-frogs-fish-and-lizards-evolved-to-be-somewhat-transparent,36,3,3y,https://qph.fs.quoracdn.net/main-qimg-9b44ca9d8821eb8464ae5fb6c7d28194-lq,"Reasons differ for the animals you describe, so I'll deal with them separately. When you say 'frogs', I'm assuming you're referring to the glass frogs, family Centrolenidae.  Leaves, as you may know, are translucent to a certain degree, so when light shines through them, the silhouette of anything tru...(more)"
"Are there seals (pinnipeds) that are intelligent, and how smart are they?",https://www.quora.com/Are-there-seals-pinnipeds-that-are-intelligent-and-how-smart-are-they,20,3,3y,https://qph.fs.quoracdn.net/main-qimg-bc68ba5683d5b684f68687606edaf3b6-lq,"So far, it seems like California sea lions (Zalophus californianius) and harbor seals (Phoca vitulina) are the most intelligent of pinnipeds, for a number of reasons. I'm sure you've seen sea lions balancing a ball on their nose, or at least heard of the iconic act:  This actually requires a good sense...(more)"
"In some areas near the Antarctic, there are overlaps where more than four seal species share the same range. Wouldn't that create a lot of competition?",https://www.quora.com/In-some-areas-near-the-Antarctic-there-are-overlaps-where-more-than-four-seal-species-share-the-same-range-Wouldn-t-that-create-a-lot-of-competition,20,2,3y,https://qph.fs.quoracdn.net/main-qimg-923d56e614eda9d41bdf622a096ceeb5-lq,"I assume the seals you're talking about are the Ross seal, Weddell seal, crabeater seal, leopard seal, and Southern elephant seal. There are also Antarctic fur seals, but they only overlap with leopard seals. So, first of all, we need to look at the respective niches of each of these species, since -...(more)"
"We've only explored 7% of our ocean floor. What is the possibility that there is an animal longer than the lion's mane jellyfish and a blue whale?",https://www.quora.com/Weve-only-explored-7-of-our-ocean-floor-What-is-the-possibility-that-there-is-an-animal-longer-than-the-lions-mane-jellyfish-and-a-blue-whale,203,4,3y,https://qph.fs.quoracdn.net/main-qimg-09309a0f3826db5d7a3b14c4f4bf96cc-lq,"Yes. The bootlace worm, Lineus longissimus, is a type of nemertean worm which may be able to grow to about 60 metres in length, twice the length of most blue whales:  Quite the handsome character, isn't he? Now, I say 'may' because nemerteans display great elasticity in terms of expandable bodies, so 60...(more)"
"Why do people and animals shake and quiver when they are terrified? How is this evolutionarily advantageous?",https://www.quora.com/Why-do-people-and-animals-shake-and-quiver-when-they-are-terrified-How-is-this-evolutionarily-advantageous,5,0,3y,?,"The nervous system releases adrenaline, a stress hormone, which energizes the cells, causing the body to shake. It's not a direct trait that evolved to be beneficial, but rather a side effect of adrenaline, which is. That's more or less all there is to it, so sorry for the short answer....(more)"
"Which animal displays the most interesting gender differences?",https://www.quora.com/Which-animal-displays-the-most-interesting-gender-differences,164,8,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-8a9b8ea9f63890e07cdc04e4ee27de39-lq,"Rhizocephalans win, hands down. I'm not even joking - there literally could not be sexual dimorphism more extreme than this. So, Rhizocephala is an order of Cirripedes (barnacles), and all of the clade's members are parasitic. This is the female  (Yes that's actually a barnacle) The bulbous sac at the t...(more)"
"Do animals take recreational drugs?",https://www.quora.com/Do-animals-take-recreational-drugs,58,2,3y,https://qph.fs.quoracdn.net/main-qimg-e9ac72f83064f9de845e5142248465c7-lq,"Bottlenose dolphins have been observed agitating pufferfish, something which makes them secrete a slimy nerve toxin which, in small enough quantities, has a hallucogenic and narcotic effect.  The dolphins, after doing so, were observed to be in a trance-like state, which is presumably pleasurable for...(more)"
"Is there any kind of animal that the spotted hyenas won't eat its flesh or avoid eating it since they don't like its taste?",https://www.quora.com/Is-there-any-kind-of-animal-that-the-spotted-hyenas-wont-eat-its-flesh-or-avoid-eating-it-since-they-dont-like-its-taste,7,0,3y,?,"Hans Kruuk said in his 1972 book The Spotted Hyena: A Study of Predation and Social Behaviour: Hyenas and jackals do not seem to like each other as food . . . I did see hyenas eat a jackal on another occasion. Then, also, it was obvious that the hyenas did not really like the jackal meat; it took fou...(more)"
"Why do striped hyenas live in both Africa and Asia, and the other hyena species don't?",https://www.quora.com/Why-do-striped-hyenas-live-in-both-Africa-and-Asia-and-the-other-hyena-species-dont,9,0,3y,https://qph.fs.quoracdn.net/main-qimg-c83852ee0dc68055eebe5a427b2817fa-lq," Above is an image of the former range of the spotted hyena subspecies C. c. spelaea, which, as you can see, covers much of Europe and Asia. They have since been wiped out in those areas, probably by humans. Brown hyenas live in Southern Africa, which is a long ways away from Asia, and their spread no...(more)"
"How different are the other hyena species from spotted hyena both physical and behavioral?",https://www.quora.com/How-different-are-the-other-hyena-species-from-spotted-hyena-both-physical-and-behavioral,12,0,3y,?,"Striped hyenas: Striped hyenas are, first and foremost, smaller than spotted hyenas, with a median average mass of 38.5 kilograms, as opposed to the spotted hyena's 44–64 kilograms. There are pelage differences too; striped hyenas are, obviously, striped, while spotted hyenas are spotted. (You can tel...(more)"
"Do hyenas have any behavioral similarities with felines for the fact that they are related to each other?",https://www.quora.com/Do-hyenas-have-any-behavioral-similarities-with-felines-for-the-fact-that-they-are-related-to-each-other,2,0,3y,?,"I thought about this for a while, and then I just decided; no, not really. The closest thing I know of this is reports of hyenas 'purring'. However, these have only come from a few zookeepers (Who are not hyena experts), and of the many studies on hyena vocalizations, none mention any kind of purring...(more)"
"Is it true that brown hyenas are least studied species and we don't know much about them?",https://www.quora.com/Is-it-true-that-brown-hyenas-are-least-studied-species-and-we-dont-know-much-about-them,7,0,3y,?,"Brown hyenas have certainly been studied more than, say, various species of anaerobic Loriciferan, so they're not technically the 'least studied species'. However, what they are, and what I suspect you are asking about, is the least studied species of Hyaenid. There are only a handful of papers solel...(more)"
"What classifies a whale as a living thing?",https://www.quora.com/What-classifies-a-whale-as-a-living-thing,0,0,3y,?,"* It has cells * It reproduces * It metabolizes * It maintains homeostasis * It passes on traits to its offspring * It responds to stimuli * It adapts through evolution Therefore, it is a living thing."
"What other gases could we breathe normally without oxygen?",https://www.quora.com/What-other-gases-could-we-breathe-normally-without-oxygen,0,0,3y,?,"Nothing. Humans are animals, and all (most, rather) animals have to inhale oxygen in order to oxygenate the cells so that they can make Adenosine Tri-Phosphate (or ATP), which all life relies on."
"Which animal's skeleton looks the most unlike the living animal?",https://www.quora.com/Which-animals-skeleton-looks-the-most-unlike-the-living-animal,68,0,3y,https://qph.fs.quoracdn.net/main-qimg-64d6bfa7591970e000597b26e3ee2a16-lq,"Here's an elephant skull:  The eye socket-like cavity in the middle is actually the opening which the trunk connects to. Trunks often make skulls look wierd, like the one on this elephant seal:  And this tapir, too:  The skulls of hippopotamuses might lead you to believe that they were active predators:  Or...(more)"
"Do mermaids exist?",https://www.quora.com/Do-mermaids-exist-6,2,0,3y,?,"No. First of all, apes are mammals. That means they need to breathe air and would've been seen countless times when they surface. Secondly, apes are social. If they're social, that means that they have to communicate, and they'd do so with vocalizations; these vocalizations would be heard by humans or...(more)"
"Although displaying a close resemblance - are Hyenas actually related to dogs? If not, what species are they?",https://www.quora.com/Although-displaying-a-close-resemblance-are-Hyenas-actually-related-to-dogs-If-not-what-species-are-they,32,9,3y,https://qph.fs.quoracdn.net/main-qimg-a7b4de97ecf20eb03649c1b359220e4a-pjlq," Above is a phylogenetic tree of all families in the order Carnivora - which includes hyenas and dogs. In case you're new to cladistics; basically, the smaller a 'branch' of the tree two families are on, the closer they're related. Carnivora is divided into two main suborders, Feliformia and Caniformi...(more)"
"What do you think, whether you love them or hate them, is the coolest species of shark?",https://www.quora.com/What-do-you-think-whether-you-love-them-or-hate-them-is-the-coolest-species-of-shark,22,4,3y,https://qph.fs.quoracdn.net/main-qimg-ae9e9182cedbd382f1fbb528fc78eaf1-lq,"Megalodon!!! It is my favourite water dinosaur! They could still be out there somewhere!!  Only joking. In all seriousness, I think that thresher sharks, genus Alopias, are pretty cool. The first thing you notice about them, of course, is their long heterocercal or caudal fins, which may comprise one...(more)"
"Could extraterrestrials have a gaseous form?",https://www.quora.com/Could-extraterrestrials-have-a-gaseous-form,0,0,3y,?,"Probably not, but maybe. The main handicap with gaseous organisms is that gas molecules tend to disperse highly; it's therefore very difficult for the molecules to interact and form cells, reproduce, etc. Perhaps if parts of said alien organisms were made of solid grains, they could provide sufficient...(more)"
"Does the king cheetah's darker coloring offer it any advantages or disadvantages over the average cheetah?",https://www.quora.com/Does-the-king-cheetahs-darker-coloring-offer-it-any-advantages-or-disadvantages-over-the-average-cheetah,9,8,3y,https://qph.fs.quoracdn.net/main-qimg-ee9e30d04f549900ac3766dbed928410-lq,"There have been so few studies on king cheetahs that there's no official data for this kind of thing, but I'd say that it'd have, if anything, disadvantages.  As you can see in the picture above - and supported by countless other photos, as well as my own firsthand observation - cheetahs are chiefly d...(more)"
"What do you call someone who studies animals?",https://www.quora.com/What-do-you-call-someone-who-studies-animals,11,3,3y,?,"The overall definition would be 'zoologist' or 'animal biologist', but that's a very broad term. Zoologists may be: * Acarologists - who study mites and ticks * Amphibiologists - who study amphibians * Anthrozoologists - who study human-animal interactions * Apiologists - who study bees * Arachnologists - who stud...(more)"
"Do wolves and hyenas depend on each other?",https://www.quora.com/Do-wolves-and-hyenas-depend-on-each-other,96,8,3y,https://qph.fs.quoracdn.net/main-qimg-6763486918535fe15b08b6d717d56117-lq,"In the Negev Desert of Israel, in 1994, Vladimir Dinets - a tracker and zoologist - discovered tracks of a striped hyena, Hyaena hyaena, overlapping with those of either Arabian (Canis lupus arabs) or Indian (C. l. pallipes) wolves, both of which are subspecies of the grey wolf.  The Indian wolf, whic...(more)"
"What's the most endangered species of wolf?",https://www.quora.com/What-s-the-most-endangered-species-of-wolf,14,2,3y,https://qph.fs.quoracdn.net/main-qimg-a6921e6c9825a799233e3299f780bf87-lq,"As other answerers have told you, it is the red wolf, Canis latrans.  Not only is it the most endangered species of wolf, it is the 4th most endangered carnivore species in the world. What's really depressing about this is that the species only appeared about 10,000 years ago, making them one of the y...(more)"
"In your opinion, what animal has the prettiest color variation?",https://www.quora.com/In-your-opinion-what-animal-has-the-prettiest-color-variation,18,8,Updated 3y,https://qph.fs.quoracdn.net/main-qimg-b8ed1e7bace20f413b238e905137a50c-lq,"Chameleons are certainly a contender:   As are agama lizards:   Rollers:   And a number of other bird species:    There are a whole lot of colorful fish:    Lastly, we have invertebrates, insects are probably the best colored of these:   ...(more)"
"What is the difference between convergent and parallel evolution?",https://www.quora.com/What-is-the-difference-between-convergent-and-parallel-evolution,4,0,3y,?,"Okay, so let's label things here, just to make it easier to understand. So, in either of the evolutionary terms, there will only be three labels, if not less. Each label - which we'll say will be A, B and C - denotes a specific body plan or trait, not a monophyletic clade (So A would apply to both fi...(more)"
"How did the big cats get to America from Africa and Asia?",https://www.quora.com/How-did-the-big-cats-get-to-America-from-Africa-and-Asia,4,0,3y,https://qph.fs.quoracdn.net/main-qimg-751a959e16b7baefe3793650c12b495a-lq,"They travelled up to Siberia, and crossed the now-underwater Bering land bridge: ...(more)"
"What were the last dinosaurs before extinction?",https://www.quora.com/What-were-the-last-dinosaurs-before-extinction,6,0,3y,https://qph.fs.quoracdn.net/main-qimg-4f5785073973af03f2ef08b288137351-lq,"The most recently extinct dinosaur is the Spix's macaw, Cyanopsitta spixii:  Except for a few in captivity, this macaw went extinct in 2018....(more)"
"Why is the leopard not as popular as the lion and the tiger?",https://www.quora.com/Why-is-the-leopard-not-as-popular-as-the-lion-and-the-tiger,22,4,3y,https://qph.fs.quoracdn.net/main-qimg-f6d82dba249d03239f63db34864ddeca-pjlq,"Well, for one thing, this:  Is a lot bigger than this:  Likewise, an Asian elephant:  Is far bigger than an impala:  And this: Tiger Roar Sounds much more impressive than this: Male Leopard ROAR! The fact that they live alongside, or 'in the shadow' of, the larger lions is probably also a factor. Another reason...(more)"
"Why do lions have hair at the tip of their tails unlike any other big cat?",https://www.quora.com/Why-do-lions-have-hair-at-the-tip-of-their-tails-unlike-any-other-big-cat,42,0,3y,https://qph.fs.quoracdn.net/main-qimg-8c66766b06a5288ef85e66e06c13aa4f-lq,"Almost all big cats are solitary - it's what they're adapted to do. Because of that, they don't need to communicate with other members of their species, except their cubs. Lions, however, are an exception. They, as you probably know, live in prides, and hunt cooperatively. Cooperation, obviously, nee...(more)"
"Which landscapes of Africa are a must-see?",https://www.quora.com/Which-landscapes-of-Africa-are-a-must-see,5,0,3y,https://qph.fs.quoracdn.net/main-qimg-77a93e8e01cdcf3005f84aeb219db46c-lq,"The Serengeti, and the adjoining Maasai Mara, are absolutely must-sees:   I'd also recommend Kruger National Park in the south:   For me, I'm just satisfied with wherever there's wildlife, but various landscapes such as Victoria Falls draw in many visitors:  If you're only looking to go to one country in Af...(more)"
"Are there any species where the male is nothing like the female?",https://www.quora.com/Are-there-any-species-where-the-male-is-nothing-like-the-female,2,2,3y,https://qph.fs.quoracdn.net/main-qimg-60f4465c86ac735ef855f10ea62d9a6b-lq,"Anglerfish are probably the most extremely dimorphic of vertebrates:  Super birds of paradise are also a good example:  My favourite instance of extreme sexual dimorphy, however, is the green spoonworm:  Number one is a female, number three a larva... and number two a male. The male is hundreds of times sma...(more)"
"Do you believe that sea creatures are the aliens?",https://www.quora.com/Do-you-believe-that-sea-creatures-are-the-aliens,3,0,3y,https://qph.fs.quoracdn.net/main-qimg-fe80a69979a3c5e77acf70b1f6584930,"What do you mean by aliens? If you you're asking if I think that marine animals may have strangle, alien-like appearances, then...  Absolutely. However, if you're asking if I think marine animals are descended from life-forms on extraterrestrial planets, then no. Absolutely not.  While we may not understan...(more)"
"Do you think it's possible in the next billion or million years that other animals (mammals, significantly) will actually evolve the way apes evolved to be humans?",https://www.quora.com/Do-you-think-its-possible-in-the-next-billion-or-million-years-that-other-animals-mammals-significantly-will-actually-evolve-the-way-apes-evolved-to-be-humans,15,0,3y,?,"1 billion years ago, the only plants were algae and there were no animals. One billion years from now, there will almost certainly be no mammals, and nothing can be predicted. Orthostasis (human-like posture) will only evolve if it's beneficial to an organism. If a future animal is reasonably intelli...(more)"
"What are some strange facts about Australia?",https://www.quora.com/What-are-some-strange-facts-about-Australia,93,2,3y,https://qph.fs.quoracdn.net/main-qimg-b856c162edcde404c79063c6588e0226-lq,"Convergent evolution Australia, isolated from all other continents for a staggering 175 million years, is what geographers call an 'island continent'. As such, it's bound to have some weird fauna. Australia, for a long time, was the only place where the dominant land mammals were (once) marsupials, as...(more)"
